analysis_role,used_for_model_selection,validation_cohort,source_root,case_id,case_index,power_W,scan_speed_mm_s,particle_rate,powder_feed_g_min,selection_scope,selection_statement,ellipsoid_mean_boundary_residual_rmse,superellipsoid_mean_boundary_residual_rmse,super_minus_ellipsoid_mean_boundary_residual_rmse,superellipsoid_improves_mean_boundary_residual_rmse,ellipsoid_mean_normalized_chamfer_distance,superellipsoid_mean_normalized_chamfer_distance,super_minus_ellipsoid_mean_normalized_chamfer_distance,superellipsoid_improves_mean_normalized_chamfer_distance,ellipsoid_mean_hausdorff_distance_m,superellipsoid_mean_hausdorff_distance_m,super_minus_ellipsoid_mean_hausdorff_distance_m,superellipsoid_improves_mean_hausdorff_distance_m,ellipsoid_mean_radial_distance_rmse_m,superellipsoid_mean_radial_distance_rmse_m,super_minus_ellipsoid_mean_radial_distance_rmse_m,superellipsoid_improves_mean_radial_distance_rmse_m,ellipsoid_mean_volume_relative_error,superellipsoid_mean_volume_relative_error,super_minus_ellipsoid_mean_volume_relative_error,superellipsoid_improves_mean_volume_relative_error
same_ecosystem_holdout,False,a16_a20_additional_holdout,additional data,A18-700-8-50000,18.0,700.0,8.0,50000.0,10.0,holdout transfer audit only,superellipsoid is the selected algebraic observed-envelope descriptor; geometric distances and volume proxy restrict interpretation,0.24826863471369698,0.18411682619872002,-0.06415180851497695,True,0.1622725290300036,0.2116403035906134,0.049367774560609784,False,0.0014705585315689142,0.0018963897427508216,0.00042583121118190746,False,0.00017718382918022508,0.00019393060756253935,1.674677838231427e-05,False,1.279660227371747,1.3710217777574025,0.09136155038565552,False
same_ecosystem_holdout,False,a16_a20_additional_holdout,additional data,A19-800-7.5-40000,19.0,800.0,7.5,40000.0,8.0,holdout transfer audit only,superellipsoid is the selected algebraic observed-envelope descriptor; geometric distances and volume proxy restrict interpretation,0.2719818119824445,0.1742147181152582,-0.09776709386718627,True,0.1009479201322428,0.16167294680687896,0.06072502667463617,False,0.00079006309752328,0.0013299822484566356,0.0005399191509333557,False,0.00016806610615033386,0.0001775990297446553,9.532923594321441e-06,False,0.7694175523272437,0.8400050129182661,0.07058746059102239,False
same_ecosystem_holdout,False,a16_a20_additional_holdout,additional data,A20-950-6-65000,20.0,950.0,6.0,65000.0,13.0,holdout transfer audit only,superellipsoid is the selected algebraic observed-envelope descriptor; geometric distances and volume proxy restrict interpretation,0.275772953100714,0.18810963543607215,-0.08766331766464183,True,0.1475939094191149,0.1766942530910924,0.029100343671977502,False,0.0013263629423327379,0.0015177417793863371,0.00019137883705359925,False,0.0001973723858252951,0.00021325160863246248,1.5879222807167384e-05,False,1.2892032667972328,1.2744469049007026,-0.01475636189653029,True
same_ecosystem_holdout,False,v_prefixed_validation_holdout,validation data,V1-450-7-45000,1.0,450.0,7.0,45000.0,9.0,holdout transfer audit only,superellipsoid is the selected algebraic observed-envelope descriptor; geometric distances and volume proxy restrict interpretation,0.3005753105157188,0.21976352453275128,-0.08081178598296751,True,0.22275416964724115,0.17875231420401572,-0.044001855443225435,True,0.0014535600897391694,0.0009901970060451455,-0.000463363083694024,True,0.00017642032810338663,0.00017981095103910261,3.3906229357159835e-06,False,2.7364702791827007,2.6220829468574913,-0.11438733232520937,True
same_ecosystem_holdout,False,v_prefixed_validation_holdout,validation data,V2-650-8.5-55000,2.0,650.0,8.5,55000.0,11.0,holdout transfer audit only,superellipsoid is the selected algebraic observed-envelope descriptor; geometric distances and volume proxy restrict interpretation,0.2601397595512007,0.21270737823216532,-0.047432381319035405,True,0.2442636897920272,0.18461632207751466,-0.05964736771451254,True,0.002315433435975798,0.0016521211712642913,-0.0006633122647115067,True,0.00022999804195313747,0.0002408649841946205,1.0866942241483026e-05,False,2.1363313249255143,1.5046988962542465,-0.6316324286712678,True
same_ecosystem_holdout,False,v_prefixed_validation_holdout,validation data,V3-750-9-50000,3.0,750.0,9.0,50000.0,10.0,holdout transfer audit only,superellipsoid is the selected algebraic observed-envelope descriptor; geometric distances and volume proxy restrict interpretation,0.27023733572502334,0.1766165502053313,-0.09362078551969205,True,0.08068237301979853,0.1718513775614009,0.09116900454160237,False,0.0006911490535484317,0.0015530606915385708,0.000861911637990139,False,0.00018353412192990024,0.00020676887790776498,2.323475597786474e-05,False,0.5791866164590682,0.7771578929808113,0.19797127652174307,False
same_ecosystem_holdout,False,v_prefixed_validation_holdout,validation data,V4-850-7.5-65000,4.0,850.0,7.5,65000.0,13.0,holdout transfer audit only,superellipsoid is the selected algebraic observed-envelope descriptor; geometric distances and volume proxy restrict interpretation,0.2632650581699048,0.2036667874028292,-0.059598270767075606,True,0.1287062836158875,0.22595760575145207,0.09725132213556456,False,0.0012774421054688439,0.002171356164370889,0.0008939140589020451,False,0.00023393104055563052,0.0002656343246603795,3.170328410474901e-05,False,1.0838986757383289,1.5481294598380078,0.4642307840996789,False
same_ecosystem_holdout,False,v_prefixed_validation_holdout,validation data,V5-900-9.5-45000,5.0,900.0,9.5,45000.0,9.0,holdout transfer audit only,superellipsoid is the selected algebraic observed-envelope descriptor; geometric distances and volume proxy restrict interpretation,0.27065033940142114,0.17937702645548517,-0.09127331294593596,True,0.09892458987444891,0.15255632272105066,0.05363173284660175,False,0.0007513103288945412,0.0011865123086409201,0.00043520197974637894,False,0.00015206466847610678,0.00017232575157975617,2.0261083103649384e-05,False,0.638778116634786,0.7705729566230307,0.1317948399882447,False
model_construction,True,summary,,summary,,,,,,aggregate,aggregate paired case-level metric comparison,0.26954022595912336,0.19366964935882125,-0.0758705766003021,1.0,0.14418371216830544,0.19657895723081686,0.052395245062511406,0.13333333333333333,0.0012419779510655787,0.001638167731884227,0.00039618978081864804,0.13333333333333333,0.00020106683949051087,0.00021441054109929897,1.3343701608788094e-05,0.0,1.4267743401267219,1.6804313232829693,0.2536569831562473,0.13333333333333333
same_ecosystem_holdout,False,summary,,summary,,,,,,aggregate,aggregate paired case-level metric comparison,0.26760179706154685,0.19380298027578574,-0.07379881678576114,1.0,0.16141200237061346,0.19307040131974787,0.03165839894913437,0.3,0.0013500529792579842,0.0016141924573299324,0.0002641394780719481,0.3,0.00018970248775367554,0.0002031241527792051,1.3421665025529581e-05,0.1,1.428635644191863,1.4396156050802504,0.010979960888387475,0.4
